user_id,subject,difficulty,score,time_spent,learning_style,skill_level
506,OOP,advanced,80.0,185,auditory,beginner
506,Machine Learning,intermediate,98.0,187,auditory,beginner
506,OOP,advanced,48.0,164,kinesthetic,beginner
506,OOP,advanced,90.0,105,kinesthetic,advanced
506,Python,intermediate,43.0,154,auditory,intermediate
506,Data Structures,beginner,99.0,246,auditory,advanced
507,Data Structures,beginner,45.0,85,auditory,advanced
507,OOP,beginner,82.0,289,visual,beginner
507,Python,beginner,90.0,287,visual,intermediate
507,Machine Learning,beginner,78.0,233,kinesthetic,intermediate
507,Python,intermediate,51.0,221,kinesthetic,advanced
508,Machine Learning,intermediate,58.0,103,visual,advanced
508,Machine Learning,advanced,92.0,216,visual,beginner
508,Machine Learning,beginner,67.0,194,kinesthetic,advanced
508,OOP,beginner,100.0,224,visual,advanced
508,OOP,intermediate,86.0,232,kinesthetic,beginner
508,Python,intermediate,76.0,113,auditory,intermediate
509,OOP,intermediate,46.0,217,kinesthetic,beginner
509,OOP,intermediate,86.0,176,visual,intermediate
509,Data Structures,advanced,85.0,118,visual,intermediate
509,OOP,advanced,46.0,255,kinesthetic,beginner
509,Machine Learning,advanced,96.0,157,auditory,advanced
509,Machine Learning,beginner,76.0,230,kinesthetic,intermediate
510,Data Structures,beginner,54.0,224,visual,advanced
510,Python,intermediate,59.0,126,auditory,advanced
510,Python,beginner,89.0,86,auditory,intermediate
510,Data Structures,beginner,70.0,210,visual,advanced
511,Machine Learning,intermediate,56.0,115,auditory,advanced
511,Data Structures,beginner,64.0,282,auditory,intermediate
511,Python,advanced,45.0,246,auditory,intermediate
511,Data Structures,intermediate,55.0,113,auditory,advanced
511,Machine Learning,beginner,82.0,291,auditory,intermediate
511,Python,advanced,87.0,231,auditory,beginner
511,Python,advanced,50.0,299,visual,intermediate
512,Python,beginner,72.0,110,kinesthetic,intermediate
512,Machine Learning,advanced,91.0,116,visual,beginner
512,OOP,advanced,90.0,151,visual,advanced
512,OOP,advanced,54.0,119,kinesthetic,beginner
512,OOP,intermediate,76.0,124,visual,intermediate
512,Machine Learning,intermediate,49.0,161,visual,advanced
513,Data Structures,advanced,71.0,229,visual,beginner
513,OOP,advanced,83.0,298,kinesthetic,intermediate
513,Data Structures,advanced,55.0,99,visual,intermediate
513,Python,beginner,93.0,142,auditory,beginner
514,Data Structures,intermediate,49.0,64,visual,advanced
514,Python,advanced,94.0,116,visual,intermediate
514,Data Structures,beginner,63.0,269,auditory,beginner
515,Data Structures,advanced,87.0,226,visual,intermediate
515,OOP,beginner,93.0,289,visual,intermediate
515,Data Structures,intermediate,69.0,241,auditory,beginner
515,Machine Learning,intermediate,88.0,250,visual,advanced
516,OOP,advanced,40.0,236,auditory,beginner
516,OOP,beginner,53.0,212,kinesthetic,intermediate
516,Data Structures,intermediate,97.0,151,kinesthetic,intermediate
516,OOP,beginner,42.0,118,auditory,intermediate
516,Data Structures,intermediate,41.0,269,kinesthetic,advanced
517,Python,intermediate,100.0,69,auditory,beginner
517,OOP,intermediate,74.0,195,kinesthetic,advanced
517,OOP,beginner,99.0,151,visual,intermediate
517,Data Structures,advanced,52.0,146,kinesthetic,intermediate
517,Python,intermediate,51.0,123,auditory,advanced
518,Data Structures,advanced,100.0,88,kinesthetic,intermediate
518,OOP,intermediate,53.0,198,auditory,beginner
518,OOP,intermediate,51.0,294,visual,intermediate
518,Machine Learning,intermediate,90.0,190,kinesthetic,beginner
519,OOP,beginner,93.0,107,visual,beginner
519,Machine Learning,advanced,70.0,294,visual,intermediate
519,Machine Learning,beginner,68.0,195,visual,advanced
519,Python,advanced,40.0,289,auditory,beginner
519,Data Structures,intermediate,40.0,190,kinesthetic,intermediate
519,Machine Learning,intermediate,79.0,108,visual,beginner
520,Data Structures,intermediate,42.0,128,kinesthetic,intermediate
520,Machine Learning,intermediate,74.0,179,visual,beginner
520,OOP,beginner,41.0,204,visual,beginner
520,Machine Learning,beginner,77.0,75,visual,advanced
520,Data Structures,intermediate,51.0,61,visual,beginner
520,OOP,beginner,99.0,67,visual,intermediate
521,Machine Learning,intermediate,72.0,266,kinesthetic,advanced
521,OOP,beginner,68.0,171,kinesthetic,intermediate
521,Python,intermediate,41.0,299,auditory,intermediate
521,Python,advanced,99.0,86,visual,advanced
522,Python,advanced,42.0,173,visual,intermediate
522,Python,intermediate,48.0,192,auditory,beginner
522,OOP,advanced,92.0,238,auditory,advanced
522,Machine Learning,beginner,96.0,145,kinesthetic,beginner
522,Machine Learning,advanced,89.0,93,visual,intermediate
522,OOP,beginner,82.0,168,visual,advanced
523,Python,advanced,95.0,289,auditory,advanced
523,Data Structures,advanced,56.0,232,auditory,beginner
523,OOP,intermediate,84.0,90,auditory,advanced
523,Data Structures,intermediate,60.0,246,kinesthetic,advanced
523,Python,beginner,48.0,295,kinesthetic,intermediate
523,OOP,beginner,56.0,251,kinesthetic,intermediate
524,Machine Learning,advanced,71.0,207,visual,intermediate
524,OOP,beginner,53.0,128,auditory,intermediate
524,Python,advanced,70.0,69,visual,beginner
524,Python,intermediate,55.0,250,kinesthetic,beginner
524,Data Structures,advanced,99.0,99,visual,beginner
524,Python,advanced,53.0,118,visual,beginner
524,Data Structures,advanced,59.0,230,kinesthetic,intermediate
525,Data Structures,advanced,79.0,282,visual,beginner
525,Machine Learning,intermediate,87.0,65,visual,beginner
525,Python,intermediate,80.0,299,auditory,intermediate
525,Data Structures,intermediate,95.0,80,auditory,beginner
525,Machine Learning,beginner,53.0,89,auditory,intermediate
525,OOP,beginner,41.0,269,kinesthetic,beginner
525,OOP,intermediate,45.0,205,auditory,intermediate
526,Python,advanced,90.0,167,auditory,advanced
526,Python,advanced,53.0,144,kinesthetic,intermediate
526,Data Structures,intermediate,51.0,109,visual,intermediate
526,OOP,beginner,60.0,202,visual,advanced
526,Data Structures,advanced,44.0,240,kinesthetic,beginner
526,OOP,beginner,77.0,71,kinesthetic,intermediate
526,Machine Learning,intermediate,70.0,90,auditory,beginner
527,Machine Learning,advanced,40.0,225,visual,advanced
527,Machine Learning,advanced,92.0,243,kinesthetic,beginner
527,OOP,beginner,89.0,140,kinesthetic,advanced
527,Python,beginner,88.0,122,visual,intermediate
528,Python,beginner,41.0,128,auditory,advanced
528,Machine Learning,intermediate,79.0,64,visual,advanced
528,OOP,advanced,61.0,161,visual,advanced
528,Data Structures,beginner,91.0,74,visual,beginner
528,Data Structures,intermediate,42.0,76,visual,intermediate
528,Data Structures,intermediate,58.0,276,visual,beginner
529,Python,beginner,97.0,149,auditory,beginner
529,Data Structures,intermediate,55.0,165,visual,beginner
529,OOP,beginner,86.0,89,kinesthetic,advanced
529,Machine Learning,advanced,55.0,209,auditory,intermediate
529,Data Structures,intermediate,71.0,210,auditory,advanced
530,OOP,intermediate,95.0,110,kinesthetic,beginner
530,OOP,intermediate,61.0,153,auditory,beginner
530,Data Structures,advanced,44.0,68,kinesthetic,advanced
531,Data Structures,beginner,90.0,241,visual,intermediate
531,Machine Learning,advanced,50.0,254,auditory,advanced
531,Data Structures,beginner,49.0,91,visual,advanced
531,Data Structures,beginner,62.0,226,auditory,intermediate
531,Machine Learning,intermediate,51.0,87,visual,advanced
531,Python,beginner,87.0,266,auditory,advanced
531,Python,advanced,44.0,75,kinesthetic,beginner
532,Machine Learning,intermediate,43.0,283,kinesthetic,intermediate
532,Data Structures,intermediate,58.0,281,visual,beginner
532,OOP,intermediate,98.0,243,auditory,advanced
533,Data Structures,beginner,49.0,265,auditory,advanced
533,OOP,advanced,84.0,269,visual,beginner
533,Data Structures,advanced,76.0,158,auditory,beginner
534,Data Structures,advanced,56.0,260,visual,beginner
534,Python,beginner,97.0,126,kinesthetic,advanced
534,Machine Learning,intermediate,96.0,298,visual,advanced
534,OOP,intermediate,82.0,98,visual,intermediate
534,OOP,beginner,58.0,61,visual,intermediate
534,Machine Learning,advanced,76.0,85,visual,intermediate
535,Machine Learning,beginner,86.0,296,kinesthetic,intermediate
535,Machine Learning,advanced,53.0,133,auditory,advanced
535,Python,advanced,48.0,201,auditory,beginner
535,OOP,advanced,87.0,76,auditory,beginner
535,OOP,beginner,76.0,215,auditory,intermediate
535,Machine Learning,intermediate,76.0,261,visual,advanced
535,Python,beginner,93.0,229,auditory,intermediate
536,Machine Learning,beginner,47.0,225,visual,intermediate
536,Python,beginner,95.0,193,kinesthetic,advanced
536,Python,advanced,98.0,121,visual,intermediate
537,Python,advanced,99.0,234,auditory,advanced
537,Python,intermediate,40.0,196,kinesthetic,beginner
537,Data Structures,intermediate,96.0,69,kinesthetic,beginner
537,Python,beginner,95.0,64,visual,intermediate
537,OOP,intermediate,47.0,273,kinesthetic,intermediate
538,OOP,beginner,55.0,106,visual,advanced
538,OOP,intermediate,67.0,243,visual,intermediate
538,OOP,beginner,62.0,270,visual,beginner
538,OOP,beginner,77.0,243,visual,intermediate
539,Data Structures,intermediate,93.0,201,kinesthetic,beginner
539,Machine Learning,intermediate,48.0,223,kinesthetic,intermediate
539,Python,beginner,83.0,162,auditory,intermediate
539,Data Structures,advanced,77.0,234,kinesthetic,advanced
539,Python,advanced,53.0,155,visual,intermediate
540,Python,beginner,89.0,80,visual,advanced
540,Data Structures,beginner,97.0,245,visual,intermediate
540,Python,beginner,63.0,74,kinesthetic,advanced
540,Machine Learning,intermediate,60.0,122,auditory,beginner
540,Python,advanced,91.0,208,auditory,advanced
540,Python,advanced,50.0,75,auditory,advanced
540,Machine Learning,beginner,94.0,240,auditory,beginner
541,OOP,intermediate,49.0,229,kinesthetic,beginner
541,Data Structures,intermediate,91.0,220,visual,intermediate
541,Machine Learning,advanced,41.0,104,visual,intermediate
541,OOP,intermediate,54.0,250,auditory,intermediate
541,OOP,beginner,82.0,129,visual,advanced
542,OOP,beginner,66.0,181,visual,intermediate
542,Machine Learning,advanced,98.0,181,auditory,advanced
542,Data Structures,beginner,97.0,270,kinesthetic,intermediate
542,Python,advanced,89.0,155,kinesthetic,beginner
542,Machine Learning,advanced,53.0,89,auditory,intermediate
542,OOP,intermediate,73.0,218,auditory,advanced
542,Machine Learning,intermediate,65.0,235,visual,intermediate
543,Data Structures,advanced,99.0,245,auditory,advanced
543,Machine Learning,intermediate,41.0,62,visual,intermediate
543,Data Structures,beginner,49.0,292,kinesthetic,intermediate
543,Machine Learning,advanced,48.0,120,kinesthetic,intermediate
543,Python,advanced,83.0,85,visual,advanced
543,Python,advanced,95.0,135,auditory,beginner
544,Data Structures,advanced,44.0,124,auditory,intermediate
544,Data Structures,beginner,59.0,283,visual,advanced
544,Machine Learning,beginner,49.0,108,visual,intermediate
544,Machine Learning,beginner,48.0,76,visual,beginner
544,Machine Learning,intermediate,77.0,76,kinesthetic,beginner
545,Machine Learning,intermediate,88.0,123,auditory,beginner
545,Machine Learning,beginner,63.0,121,visual,beginner
545,OOP,intermediate,42.0,91,visual,intermediate
545,Data Structures,advanced,79.0,125,auditory,beginner
545,Python,intermediate,65.0,177,auditory,beginner
545,OOP,beginner,49.0,143,kinesthetic,beginner
545,OOP,advanced,69.0,126,kinesthetic,intermediate
546,OOP,advanced,74.0,300,kinesthetic,advanced
546,Data Structures,beginner,42.0,123,kinesthetic,beginner
546,Python,beginner,86.0,246,visual,beginner
546,Machine Learning,advanced,52.0,260,kinesthetic,advanced
546,Python,intermediate,100.0,109,kinesthetic,intermediate
546,Data Structures,beginner,89.0,287,auditory,intermediate
547,Machine Learning,beginner,84.0,191,kinesthetic,beginner
547,OOP,advanced,69.0,194,auditory,intermediate
547,Machine Learning,beginner,55.0,75,kinesthetic,beginner
547,OOP,intermediate,44.0,168,auditory,intermediate
547,OOP,beginner,68.0,209,visual,beginner
547,Python,beginner,92.0,189,auditory,beginner
548,Data Structures,advanced,88.0,203,visual,advanced
548,OOP,intermediate,63.0,212,visual,intermediate
548,Data Structures,beginner,76.0,100,visual,intermediate
548,Python,advanced,83.0,221,auditory,intermediate
548,Data Structures,intermediate,65.0,125,auditory,intermediate
548,Data Structures,advanced,69.0,206,visual,intermediate
549,Python,advanced,63.0,81,auditory,advanced
549,Machine Learning,beginner,72.0,266,auditory,advanced
549,Machine Learning,advanced,99.0,100,kinesthetic,advanced
549,OOP,beginner,98.0,207,visual,beginner
549,Data Structures,intermediate,50.0,150,kinesthetic,advanced
549,Python,advanced,56.0,197,kinesthetic,intermediate
549,OOP,intermediate,85.0,261,kinesthetic,beginner
550,Data Structures,intermediate,61.0,261,visual,intermediate
550,Machine Learning,beginner,42.0,192,visual,advanced
550,Python,advanced,55.0,114,kinesthetic,beginner
550,Machine Learning,beginner,43.0,69,visual,advanced
550,Data Structures,advanced,42.0,93,kinesthetic,intermediate
550,Machine Learning,advanced,63.0,270,visual,advanced
550,Data Structures,intermediate,74.0,158,visual,advanced
551,Python,advanced,80.0,125,auditory,advanced
551,Data Structures,advanced,68.0,133,visual,advanced
551,Data Structures,advanced,86.0,174,auditory,beginner
551,OOP,advanced,67.0,109,kinesthetic,intermediate
551,Python,advanced,74.0,202,auditory,intermediate
552,OOP,beginner,91.0,200,kinesthetic,intermediate
552,OOP,beginner,47.0,137,kinesthetic,advanced
552,OOP,intermediate,70.0,80,kinesthetic,beginner
552,Data Structures,beginner,88.0,246,visual,intermediate
552,Python,advanced,66.0,235,kinesthetic,advanced
553,OOP,advanced,55.0,231,auditory,beginner
553,Python,beginner,95.0,86,auditory,beginner
553,Python,advanced,68.0,186,auditory,intermediate
554,OOP,advanced,40.0,194,auditory,intermediate
554,Python,beginner,41.0,147,auditory,intermediate
554,Machine Learning,beginner,100.0,190,visual,beginner
555,OOP,intermediate,79.0,113,visual,beginner
555,Data Structures,advanced,81.0,251,auditory,advanced
555,Machine Learning,advanced,49.0,165,visual,advanced
555,Machine Learning,beginner,89.0,127,kinesthetic,advanced
555,OOP,advanced,94.0,66,auditory,beginner
555,Data Structures,intermediate,93.0,248,visual,intermediate
555,OOP,intermediate,68.0,276,visual,beginner
556,Data Structures,intermediate,94.0,110,visual,beginner
556,OOP,beginner,86.0,63,kinesthetic,intermediate
556,Machine Learning,intermediate,88.0,164,kinesthetic,advanced
556,Data Structures,intermediate,98.0,177,kinesthetic,beginner
557,Python,beginner,43.0,166,auditory,advanced
557,Machine Learning,intermediate,59.0,198,visual,beginner
557,OOP,beginner,81.0,295,auditory,advanced
557,Machine Learning,advanced,44.0,181,auditory,advanced
557,Data Structures,advanced,41.0,300,auditory,intermediate
557,OOP,intermediate,78.0,150,visual,intermediate
558,Data Structures,intermediate,48.0,286,visual,beginner
558,Machine Learning,beginner,80.0,72,auditory,advanced
558,Machine Learning,beginner,40.0,60,kinesthetic,intermediate
559,OOP,intermediate,65.0,228,visual,intermediate
559,Python,advanced,89.0,280,kinesthetic,advanced
559,OOP,advanced,48.0,78,visual,intermediate
559,OOP,advanced,46.0,153,kinesthetic,intermediate
559,OOP,intermediate,81.0,298,visual,advanced
560,Python,intermediate,83.0,281,kinesthetic,intermediate
560,OOP,intermediate,54.0,72,visual,beginner
560,Data Structures,advanced,73.0,260,auditory,advanced
560,OOP,intermediate,62.0,116,visual,advanced
560,OOP,beginner,82.0,152,kinesthetic,advanced
561,OOP,intermediate,42.0,96,auditory,intermediate
561,Data Structures,beginner,82.0,147,auditory,advanced
561,Data Structures,intermediate,95.0,70,kinesthetic,advanced
561,Data Structures,beginner,65.0,123,visual,intermediate
561,Data Structures,intermediate,86.0,296,visual,beginner
562,Machine Learning,beginner,47.0,193,visual,beginner
562,Machine Learning,beginner,46.0,230,visual,advanced
562,Python,advanced,86.0,189,kinesthetic,beginner
562,Machine Learning,intermediate,88.0,63,visual,beginner
562,Machine Learning,beginner,91.0,245,visual,intermediate
562,Machine Learning,beginner,54.0,181,auditory,intermediate
563,Machine Learning,beginner,83.0,114,auditory,advanced
563,Python,beginner,42.0,158,visual,advanced
563,Machine Learning,advanced,54.0,195,visual,intermediate
563,OOP,advanced,78.0,226,kinesthetic,intermediate
563,OOP,advanced,81.0,237,visual,advanced
564,Data Structures,beginner,70.0,176,auditory,beginner
564,OOP,beginner,97.0,117,visual,intermediate
564,Machine Learning,beginner,89.0,208,visual,beginner
564,OOP,beginner,53.0,209,kinesthetic,beginner
564,Machine Learning,beginner,98.0,175,visual,advanced
565,Python,advanced,72.0,239,visual,intermediate
565,OOP,advanced,96.0,211,kinesthetic,advanced
565,Data Structures,beginner,44.0,70,auditory,advanced
565,Python,beginner,85.0,82,auditory,advanced
565,OOP,intermediate,42.0,189,auditory,intermediate
566,Data Structures,advanced,69.0,292,kinesthetic,intermediate
566,OOP,intermediate,56.0,262,auditory,beginner
566,Data Structures,beginner,76.0,93,visual,intermediate
566,OOP,advanced,74.0,159,auditory,advanced
566,OOP,advanced,41.0,64,auditory,intermediate
566,OOP,beginner,87.0,246,visual,advanced
566,OOP,intermediate,78.0,295,auditory,intermediate
567,Machine Learning,intermediate,51.0,185,auditory,beginner
567,OOP,advanced,87.0,182,kinesthetic,intermediate
567,Machine Learning,advanced,55.0,88,kinesthetic,advanced
568,Machine Learning,beginner,45.0,193,kinesthetic,beginner
568,OOP,beginner,41.0,115,auditory,beginner
568,OOP,intermediate,97.0,247,auditory,beginner
569,OOP,beginner,72.0,127,kinesthetic,intermediate
569,OOP,beginner,92.0,183,visual,intermediate
569,OOP,intermediate,90.0,235,visual,intermediate
569,Python,beginner,61.0,150,visual,advanced
570,Data Structures,beginner,70.0,250,visual,intermediate
570,Machine Learning,intermediate,60.0,189,auditory,advanced
570,Machine Learning,intermediate,47.0,190,visual,beginner
570,OOP,intermediate,48.0,201,kinesthetic,beginner
570,OOP,beginner,74.0,64,visual,advanced
571,OOP,beginner,51.0,178,visual,intermediate
571,OOP,beginner,43.0,296,kinesthetic,advanced
571,Data Structures,beginner,98.0,115,auditory,advanced
571,Data Structures,intermediate,79.0,288,visual,beginner
571,OOP,intermediate,49.0,274,kinesthetic,advanced
572,Machine Learning,beginner,84.0,188,kinesthetic,advanced
572,OOP,advanced,67.0,224,auditory,beginner
572,Python,advanced,40.0,108,visual,advanced
572,Python,intermediate,94.0,206,visual,advanced
572,Python,intermediate,61.0,153,visual,intermediate
572,Machine Learning,beginner,89.0,203,visual,intermediate
572,OOP,advanced,59.0,204,kinesthetic,intermediate
573,Python,beginner,61.0,220,auditory,intermediate
573,Python,intermediate,56.0,296,auditory,beginner
573,Python,advanced,58.0,265,auditory,beginner
573,Python,advanced,61.0,108,kinesthetic,beginner
573,Data Structures,advanced,51.0,277,visual,advanced
573,Data Structures,advanced,56.0,279,auditory,intermediate
574,Python,advanced,78.0,199,visual,advanced
574,Python,intermediate,47.0,211,auditory,beginner
574,Machine Learning,intermediate,47.0,249,auditory,intermediate
574,Python,intermediate,75.0,137,auditory,intermediate
574,Machine Learning,intermediate,54.0,140,kinesthetic,intermediate
574,Machine Learning,intermediate,53.0,296,auditory,beginner
574,Data Structures,advanced,45.0,112,kinesthetic,advanced
575,OOP,beginner,71.0,218,auditory,advanced
575,OOP,intermediate,85.0,87,kinesthetic,advanced
575,OOP,intermediate,52.0,167,visual,advanced
576,Data Structures,intermediate,48.0,99,kinesthetic,intermediate
576,Data Structures,intermediate,55.0,252,kinesthetic,advanced
576,OOP,intermediate,63.0,118,auditory,beginner
576,Machine Learning,beginner,94.0,233,auditory,intermediate
576,Python,advanced,49.0,148,kinesthetic,intermediate
577,Data Structures,beginner,91.0,184,auditory,intermediate
577,Data Structures,advanced,54.0,83,visual,beginner
577,Python,beginner,71.0,262,visual,intermediate
578,Data Structures,beginner,63.0,60,auditory,intermediate
578,OOP,intermediate,73.0,90,kinesthetic,beginner
578,Data Structures,intermediate,80.0,294,auditory,beginner
578,Machine Learning,beginner,55.0,218,kinesthetic,advanced
579,Machine Learning,intermediate,85.0,172,auditory,intermediate
579,OOP,intermediate,45.0,90,auditory,intermediate
579,OOP,advanced,83.0,171,visual,advanced
579,Python,beginner,93.0,268,kinesthetic,intermediate
580,OOP,beginner,80.0,287,kinesthetic,intermediate
580,Data Structures,beginner,66.0,259,visual,intermediate
580,Machine Learning,beginner,99.0,94,kinesthetic,advanced
580,OOP,beginner,54.0,214,auditory,intermediate
581,Data Structures,beginner,92.0,204,kinesthetic,beginner
581,Python,intermediate,60.0,114,kinesthetic,beginner
581,Machine Learning,beginner,47.0,219,kinesthetic,beginner
582,Python,intermediate,59.0,204,kinesthetic,advanced
582,Data Structures,beginner,58.0,86,visual,intermediate
582,Data Structures,beginner,81.0,147,auditory,beginner
582,Machine Learning,advanced,45.0,246,auditory,intermediate
583,Machine Learning,advanced,58.0,228,kinesthetic,beginner
583,OOP,intermediate,63.0,229,kinesthetic,beginner
583,Python,beginner,98.0,177,auditory,advanced
583,Data Structures,beginner,50.0,119,auditory,intermediate
583,Machine Learning,intermediate,75.0,210,kinesthetic,advanced
584,OOP,beginner,97.0,67,kinesthetic,beginner
584,Machine Learning,intermediate,71.0,95,auditory,intermediate
584,Python,intermediate,46.0,207,auditory,beginner
584,Machine Learning,intermediate,89.0,116,kinesthetic,intermediate
584,Python,intermediate,83.0,266,visual,intermediate
585,OOP,advanced,46.0,108,visual,intermediate
585,Python,beginner,58.0,107,visual,intermediate
585,OOP,intermediate,100.0,175,kinesthetic,advanced
586,Python,intermediate,96.0,245,auditory,beginner
586,Machine Learning,beginner,92.0,194,kinesthetic,beginner
586,Python,advanced,66.0,155,visual,intermediate
586,OOP,advanced,81.0,240,visual,advanced
586,Machine Learning,advanced,90.0,296,auditory,advanced
587,Python,advanced,95.0,64,kinesthetic,beginner
587,OOP,beginner,89.0,193,kinesthetic,beginner
587,Machine Learning,beginner,93.0,60,visual,intermediate
588,OOP,intermediate,64.0,199,visual,beginner
588,Machine Learning,advanced,90.0,100,kinesthetic,intermediate
588,Machine Learning,advanced,67.0,178,auditory,advanced
588,OOP,advanced,99.0,258,auditory,advanced
588,OOP,beginner,55.0,171,kinesthetic,beginner
589,OOP,advanced,91.0,162,kinesthetic,advanced
589,OOP,advanced,79.0,261,visual,beginner
589,Python,intermediate,73.0,265,kinesthetic,beginner
590,Python,beginner,85.0,142,kinesthetic,advanced
590,Data Structures,beginner,100.0,189,auditory,beginner
590,OOP,advanced,64.0,211,visual,advanced
591,OOP,intermediate,74.0,251,visual,advanced
591,Machine Learning,intermediate,53.0,277,visual,advanced
591,Python,beginner,98.0,253,visual,advanced
591,Data Structures,beginner,58.0,251,auditory,intermediate
591,Python,advanced,60.0,214,visual,advanced
592,Data Structures,advanced,60.0,181,visual,beginner
592,Data Structures,beginner,92.0,211,auditory,intermediate
592,Python,intermediate,94.0,292,kinesthetic,intermediate
592,Python,beginner,51.0,62,kinesthetic,intermediate
593,OOP,advanced,85.0,250,kinesthetic,beginner
593,OOP,intermediate,51.0,105,kinesthetic,intermediate
593,Machine Learning,advanced,68.0,294,kinesthetic,beginner
593,Data Structures,intermediate,59.0,222,visual,beginner
593,Python,intermediate,59.0,99,auditory,beginner
593,Data Structures,intermediate,76.0,205,visual,advanced
594,Python,intermediate,80.0,238,auditory,beginner
594,Data Structures,advanced,85.0,231,kinesthetic,intermediate
594,Data Structures,beginner,62.0,70,auditory,intermediate
594,Machine Learning,beginner,83.0,204,kinesthetic,advanced
595,Data Structures,advanced,45.0,288,kinesthetic,beginner
595,Data Structures,beginner,58.0,118,visual,intermediate
595,Data Structures,intermediate,56.0,226,auditory,advanced
595,OOP,beginner,78.0,246,visual,beginner
595,Data Structures,intermediate,68.0,122,auditory,advanced
595,Data Structures,beginner,56.0,79,visual,beginner
595,OOP,beginner,53.0,93,kinesthetic,advanced
596,Data Structures,beginner,90.0,98,auditory,beginner
596,Data Structures,beginner,59.0,225,visual,advanced
596,Data Structures,advanced,84.0,87,auditory,advanced
596,Python,intermediate,60.0,132,auditory,advanced
596,Data Structures,intermediate,100.0,112,kinesthetic,beginner
597,Python,beginner,79.0,223,visual,intermediate
597,Data Structures,intermediate,42.0,135,auditory,advanced
597,OOP,intermediate,43.0,156,kinesthetic,advanced
597,OOP,advanced,61.0,273,auditory,intermediate
597,OOP,intermediate,54.0,192,kinesthetic,intermediate
598,Data Structures,beginner,55.0,297,kinesthetic,beginner
598,Python,beginner,77.0,62,auditory,advanced
598,Python,intermediate,40.0,260,kinesthetic,intermediate
599,Data Structures,intermediate,89.0,77,auditory,intermediate
599,Data Structures,intermediate,84.0,94,visual,advanced
599,Data Structures,advanced,54.0,215,visual,advanced
599,Machine Learning,intermediate,98.0,292,auditory,beginner
599,Data Structures,advanced,75.0,145,kinesthetic,beginner
599,Machine Learning,intermediate,77.0,199,kinesthetic,beginner
599,Machine Learning,advanced,87.0,262,visual,beginner
600,Python,intermediate,77.0,87,auditory,intermediate
600,OOP,advanced,70.0,235,visual,beginner
600,OOP,advanced,55.0,279,visual,advanced
600,Data Structures,advanced,85.0,284,auditory,beginner
601,OOP,intermediate,83.0,297,kinesthetic,advanced
601,Machine Learning,advanced,41.0,89,kinesthetic,beginner
601,Data Structures,beginner,45.0,64,auditory,intermediate
601,Data Structures,beginner,72.0,185,kinesthetic,beginner
602,Data Structures,beginner,96.0,278,visual,beginner
602,Python,beginner,88.0,159,auditory,advanced
602,Data Structures,intermediate,76.0,74,kinesthetic,advanced
602,OOP,beginner,52.0,288,auditory,intermediate
602,Python,advanced,50.0,205,auditory,beginner
603,OOP,beginner,79.0,247,visual,advanced
603,Data Structures,intermediate,76.0,81,auditory,beginner
603,Machine Learning,advanced,57.0,78,kinesthetic,beginner
603,Python,advanced,45.0,82,kinesthetic,beginner
604,Python,advanced,49.0,90,auditory,advanced
604,Data Structures,advanced,67.0,132,visual,advanced
604,Machine Learning,advanced,42.0,253,auditory,advanced
604,OOP,beginner,78.0,189,visual,advanced
604,Data Structures,advanced,99.0,201,visual,advanced
604,Python,intermediate,79.0,226,kinesthetic,beginner
605,Machine Learning,intermediate,66.0,248,visual,beginner
605,Machine Learning,beginner,48.0,180,auditory,beginner
605,Python,beginner,94.0,260,kinesthetic,intermediate
605,Python,beginner,99.0,296,kinesthetic,advanced
605,Data Structures,beginner,59.0,162,visual,intermediate
605,Data Structures,beginner,59.0,86,auditory,intermediate
606,Machine Learning,advanced,93.0,86,auditory,advanced
606,Data Structures,beginner,46.0,104,kinesthetic,intermediate
606,Python,beginner,72.0,108,visual,beginner
606,Python,intermediate,93.0,236,kinesthetic,beginner
606,Machine Learning,intermediate,44.0,236,auditory,beginner
607,Data Structures,beginner,50.0,107,auditory,beginner
607,Python,intermediate,66.0,280,kinesthetic,beginner
607,Python,intermediate,76.0,160,kinesthetic,beginner
607,OOP,intermediate,95.0,281,auditory,advanced
607,Machine Learning,intermediate,63.0,256,auditory,advanced
607,OOP,advanced,87.0,294,visual,advanced
608,Python,intermediate,67.0,60,visual,beginner
608,Data Structures,intermediate,75.0,163,visual,advanced
608,Python,intermediate,75.0,296,visual,intermediate
608,OOP,beginner,55.0,274,auditory,advanced
608,Machine Learning,advanced,97.0,67,kinesthetic,advanced
608,Python,advanced,97.0,260,visual,advanced
608,Data Structures,beginner,90.0,194,kinesthetic,beginner
609,OOP,advanced,93.0,289,kinesthetic,intermediate
609,Machine Learning,beginner,59.0,189,auditory,advanced
609,Data Structures,advanced,86.0,165,auditory,beginner
609,OOP,beginner,92.0,283,kinesthetic,advanced
609,Data Structures,advanced,44.0,260,auditory,beginner
609,Python,advanced,97.0,77,auditory,advanced
609,Python,beginner,97.0,188,visual,intermediate
610,Data Structures,intermediate,62.0,77,kinesthetic,intermediate
610,Data Structures,beginner,89.0,248,kinesthetic,advanced
610,Data Structures,advanced,46.0,102,kinesthetic,intermediate
611,Python,intermediate,54.0,187,auditory,beginner
611,Data Structures,advanced,59.0,249,auditory,advanced
611,OOP,beginner,84.0,105,visual,advanced
611,Python,intermediate,95.0,128,visual,intermediate
611,Data Structures,advanced,57.0,63,auditory,advanced
